Greene,IA,45.25,39.4,205159,18133,11,14.39,52.17,17.8,41
Grundy,IA,30.78,38.8,162083,19418,7.4,12.93,51.88,24.1,59
Guthrie,IA,40.97,39.9,130174,17219,11.6,12.97,51.91,19,127
Hamilton,IA,42.47,37.1,124157,18879,9.4,14.2,51.38,27.9,181
Hancock,IA,37.46,35.4,132135,16307,10,12.45,51.2,21.7,48
Hardin,IA,42.23,37.9,159764,17613,11.6,14.17,51.61,33,256
Harrison,IA,34.2,36.5,96187,16346,12.6,13.14,51.76,21.1,70
Henry,IA,41.08,34.7,93515,16739,10.5,10.89,49.59,45.1,239
Howard,IA,43.17,37.7,134426,15702,12.9,12.34,51.11,20.9,98
Humboldt,IA,34.04,38.6,133781,17789,9.1,14.25,51.34,24.4,53
Ida,IA,34.18,36.9,161700,17383,9.8,13.84,51.47,19.2,1
Iowa,IA,36.76,36.6,111545,19405,7.2,11.8,51.53,25.2,13
Jackson,IA,47.51,35,131448,16008,13,12.37,50.87,31.6,142
Jasper,IA,45.08,36.1,99804,18338,8.3,13.14,50.99,47.8,124
Jefferson,IA,30.72,36.8,102631,16230,14.2,10.04,51.11,37.9,324
Johnson,IA,55.35,27.3,99040,18890,9.7,7.96,50.2,159.6,44
Jones,IA,39.42,34.6,134326,14345,11.3,12.21,48.15,34.4,142
Keokuk,IA,41.76,37.4,140796,16166,12.9,13.37,51.23,20,187
Kossuth,IA,40.4,36.7,156255,16974,11.2,13.57,51.3,18.7,114
Lee,IA,54.61,35.8,103853,16605,13.1,14.94,50.86,75.6,159
Linn,IA,43.39,33.1,102100,20425,9.3,13.56,51.3,241.1,1
Louisa,IA,43.17,34.3,103034,17065,11.6,12.18,49.65,28.4,297
Lyon,IA,23.24,34.8,124328,15323,9.8,11.23,50.91,20.4,28
