"submission_date","state","new_case","new_death"
"12/15/2021","MA",5763,28
"12/12/2021","HI",209,5
"11/29/2021","GA",704,113
"02/12/2022","CO",0,0
"11/11/2021","AR",673,22
"02/12/2022","MA",0,0
"01/06/2022","AK",0,0
"09/16/2021","AK",1027,0
"01/24/2022","OK",28961,172
"02/18/2022","AS",0,0
"11/13/2021","PR",0,0
"12/08/2021","PR",165,0
"11/08/2021","TX",1551,8
"09/03/2021","WV",1717,0
"12/06/2021","UT",3457,31
"01/21/2022","GA",18671,88
"02/01/2022","WV",2151,15
"01/11/2022","MP",33,0
"01/22/2022","NYC",0,0
"01/04/2022","PW",1,0
"09/09/2021","CO",2005,12
"01/28/2022","GA",18785,150
"10/21/2021","WV",1100,19
"01/06/2022","PW",2,0
"01/29/2022","MA",0,0
"11/14/2021","HI",72,1
"01/15/2022","GA",0,0
"12/03/2021","NYC",0,0
"09/01/2021","UT",1685,6
"02/03/2022","GA",8029,131
"12/25/2021","AR",1024,14
"12/03/2021","TX",4690,74
"10/03/2021","CO",1712,10
"10/20/2021","GA",1682,158
"01/06/2022","FL",76394,104
"01/18/2022","AR",3213,15
"10/21/2021","AR",506,7
"11/08/2021","NYC",1120,0
"11/18/2021","OK",970,0
"10/12/2021","UT",1093,10
"09/11/2021","PW",0,0
"01/04/2022","KS",0,0
"01/22/2022","FL",8289,199
"12/28/2021","OK",765,0
"02/10/2022","TX",15598,305
"02/16/2022","UT",1392,10
"01/19/2022","KS",39326,128
"09/23/2021","PR",273,8
"09/15/2021","HI",487,11
"01/28/2022","PR",3404,36
"10/23/2021","WV",873,0
"10/12/2021","NYC",1177,25
"10/18/2021","HI",109,4
"10/12/2021","PR",168,5
"01/18/2022","PW",0,0
"01/15/2022","OK",0,0
"11/17/2021","CO",4244,26
"10/31/2021","CO",0,0
"11/04/2021","CO",4149,51
"12/13/2021","AS",0,0
"11/05/2021","OK",578,33
"02/09/2022","AK",2220,21
"12/15/2021","NYC",7793,3
"10/27/2021","PR",127,0
"02/09/2022","KS",4454,95
"10/03/2021","AR",486,16
"02/06/2022","AK",0,0
"10/03/2021","PR",101,1
"10/20/2021","TX",5328,270
"02/15/2022","UT",771,26
"11/19/2021","TX",4370,100
"12/15/2021","AK",392,2
"09/06/2021","MA",1420,3
"11/26/2021","AR",303,0
"01/08/2022","MP",0,0
"12/15/2021","PW",0,0
"12/24/2021","HI",1808,1
"09/30/2021","UT",1704,12
"09/18/2021","AR",1574,22
"12/10/2021","AS",0,0
"01/20/2022","WV",5453,14
"10/05/2021","FL",3840,129
"11/22/2021","NYC",1578,11
"02/05/2022","OK",0,0
"11/09/2021","WV",259,20
"09/03/2021","OK",2518,25
"12/05/2021","UT",0,0
"09/01/2021","OK",3274,17
"02/14/2022","GA",6412,142
"10/29/2021","OK",706,34
"10/23/2021","HI",170,2
"12/17/2021","UT",1017,7
"10/14/2021","AS",0,0
"11/04/2021","AR",428,18
"01/28/2022","AK",5689,4
"12/17/2021","PR",0,0
"01/17/2022","AK",0,0
"01/11/2022","UT",9813,6
"12/13/2021","MA",11672,29
"01/31/2022","PR",878,1
"09/11/2021","MA",1695,6
"10/18/2021","AS",0,0
"09/18/2021","TX",14401,317
"09/09/2021","MP",2,0
"12/21/2021","OK",1482,0
"09/05/2021","WV",1500,0
"09/29/2021","NYC",1337,14
"02/16/2022","PW",50,0
"11/30/2021","KS",0,0
"10/23/2021","MP",0,0
"02/15/2022","AR",1685,44
"01/10/2022","GA",46474,48
"10/01/2021","GA",3347,158
"10/19/2021","GA",1679,136
"11/27/2021","AR",507,1
"01/23/2022","UT",0,0
"10/25/2021","OK",0,0
"09/27/2021","GA",2670,50
"01/14/2022","UT",11128,8
"02/16/2022","CO",2151,9
"10/26/2021","AR",502,14
"01/12/2022","AS",0,0
"11/30/2021","NYC",2031,20
"12/11/2021","CO",0,0
"09/13/2021","PR",54,33
"02/08/2022","OK",1711,0
"12/09/2021","GA",1334,43
"09/07/2021","AK",515,2
"09/09/2021","KS",2151,0
"10/13/2021","TX",8849,312
"12/11/2021","WV",1134,0
"09/28/2021","AR",800,21
"10/28/2021","MA",1584,15
"09/20/2021","MP",2,0
"09/15/2021","FL",9542,250
"11/13/2021","MA",0,0
"01/13/2022","AK",0,0
"09/11/2021","NYC",1691,16
"01/11/2022","AS",0,0
"01/13/2022","CO",14379,30
"09/02/2021","NYC",2155,13
"09/13/2021","AK",473,1
"02/07/2022","OK",3223,232
"12/10/2021","KS",3877,62
"02/16/2022","MA",1899,47
"02/16/2022","NYC",1200,35
"01/22/2022","OK",0,0
"09/03/2021","NYC",1499,11
"12/31/2021","KS",0,0
"02/02/2022","AK",4042,8
"11/03/2021","NYC",1037,8
"01/20/2022","MP",1,0
"01/25/2022","PW",141,0
"02/14/2022","AK",1815,0
"11/07/2021","AS",0,0
"02/12/2022","OK",0,0
"09/22/2021","PW",0,0
"01/02/2022","WV",0,0
"10/03/2021","MA",1116,4
"02/03/2022","HI",1483,3
"10/06/2021","AR",882,6
"01/29/2022","HI",1832,9
"11/10/2021","AS",0,0
"12/22/2021","MP",61,0
"01/07/2022","AK",3565,1
"09/30/2021","PW",0,0
"09/11/2021","FL",15428,311
"10/22/2021","GA",1536,175
"11/16/2021","FL",1782,22
"02/09/2022","MA",3240,73
"02/09/2022","AS",39,0
"02/06/2022","MA",0,0
"02/07/2022","GA",11804,143
"11/20/2021","AR",674,4
"02/14/2022","CO",4494,33
"09/09/2021","PW",0,0
"11/16/2021","KS",0,0
"01/13/2022","WV",5457,22
"10/24/2021","AK",0,0
"11/15/2021","UT",4502,26
"09/07/2021","TX",7103,128
"01/26/2022","FL",27875,190
"10/29/2021","NYC",2297,14
"09/25/2021","FL",5081,205
"02/10/2022","PR",1795,24
"09/17/2021","MP",0,0
"12/20/2021","AR",434,26
"01/05/2022","FL",66770,78
"12/19/2021","KS",0,0
"09/05/2021","OK",2518,25
"12/06/2021","KS",3310,13
"10/28/2021","AK",792,5
"02/15/2022","NYC",1193,53
"12/29/2021","AR",3743,16
"11/04/2021","PW",0,0
"12/27/2021","PR",3078,1
"01/14/2022","PR",0,0
"12/26/2021","UT",0,0
"10/12/2021","AR",733,15
"01/10/2022","MA",64715,75
"11/30/2021","PR",15,1
"09/19/2021","MA",1529,3
"10/15/2021","WV",1371,60
"09/22/2021","AR",1463,29
"02/17/2022","PR",0,0
"12/07/2021","CO",3041,85
"10/11/2021","PW",0,0
"02/17/2022","OK",1119,0
"01/21/2022","AR",13073,14
"09/05/2021","AS",0,0
"12/06/2021","PW",0,0
"11/19/2021","PR",225,1
"10/15/2021","AR",714,16
"10/01/2021","CO",1420,51
"09/15/2021","GA",6167,235
"09/11/2021","OK",1834,34
"01/29/2022","WV",3317,0
"09/11/2021","WV",2262,0
"01/12/2022","CO",12547,24
"02/15/2022","WV",978,44
"11/25/2021","CO",3055,17
"09/19/2021","AR",567,24
"10/16/2021","AS",0,0
"10/03/2021","AS",0,0
"10/24/2021","GA",0,0
"12/06/2021","MA",11619,27
"01/18/2022","HI",6180,0
"09/04/2021","KS",1145,12
"02/08/2022","MP",231,0
"02/04/2022","UT",2808,13
"10/26/2021","GA",1171,98
"02/05/2022","HI",1216,18
"01/30/2022","AR",0,0
"01/16/2022","AR",5386,4
"09/13/2021","KS",961,3
"12/08/2021","CO",2377,30
"12/06/2021","AK",545,0
"09/22/2021","TX",18709,392
"12/26/2021","WV",0,0
"12/05/2021","TX",5231,30
"12/01/2021","OK",1620,0
"09/01/2021","WV",1466,22
"02/07/2022","MA",7066,93
"12/16/2021","KS",0,0
"10/02/2021","PR",200,0
"12/25/2021","MP",34,2
"02/17/2022","TX",8402,287
"09/10/2021","HI",741,7
"02/08/2022","AR",2965,28
"12/18/2021","MP",54,1
"01/12/2022","MP",53,0
"09/24/2021","AR",1365,13
"01/21/2022","FL",22656,207
"11/20/2021","NYC",0,0
"12/08/2021","AR",860,20
"11/24/2021","MP",98,0
"02/14/2022","OK",2661,342
"09/01/2021","KS",2098,24
"12/15/2021","FL",8004,24
"09/18/2021","OK",1449,61
"12/09/2021","AK",0,0
"09/07/2021","UT",1165,9
"11/03/2021","FL",1918,33
"10/29/2021","UT",1810,18
"12/27/2021","MP",70,1
"09/29/2021","HI",214,13
"12/17/2021","AS",0,0
"10/10/2021","HI",200,4
"12/02/2021","MA",5679,32
"10/09/2021","MP",0,0
"11/23/2021","HI",51,0
"01/15/2022","PW",0,0
"12/03/2021","KS",4712,25
"11/19/2021","AK",514,20
"01/29/2022","FL",19664,188
"12/12/2021","OK",0,0
"12/15/2021","AR",1027,21
"12/01/2021","FL",2365,24
"11/25/2021","MP",32,0
"01/29/2022","CO",0,0
"02/15/2022","PW",72,1
"12/29/2021","KS",7083,37
"11/11/2021","WV",1033,18
"01/27/2022","AS",0,0
"11/13/2021","KS",0,0
"09/08/2021","MA",1475,16
"01/16/2022","TX",50151,62
"11/16/2021","OK",717,12
"12/03/2021","MP",104,0
"02/14/2022","AR",834,32
"02/01/2022","AS",0,0
"10/11/2021","AS",0,0
"11/05/2021","FL",1719,46
"12/12/2021","MA",0,0
"09/21/2021","KS",1281,0
"10/28/2021","AS",0,0
"01/02/2022","NYC",110094,76
"11/26/2021","WV",620,0
"02/03/2022","AS",0,0
"11/18/2021","AR",907,4
"01/16/2022","WV",4157,0
"12/15/2021","UT",1306,15
"12/05/2021","KS",0,0
"11/17/2021","PR",134,0
"01/17/2022","PW",109,0
"12/30/2021","KS",0,0
"01/11/2022","TX",56659,110
"10/19/2021","HI",64,0
"09/29/2021","AS",0,0
"12/30/2021","FL",74672,41
"09/08/2021","PR",342,15
"02/11/2022","HI",695,8
"12/09/2021","AS",0,0
"10/10/2021","FL",1907,112
"01/05/2022","KS",15322,15
"09/27/2021","PR",29,13
"02/16/2022","FL",6475,0
"02/17/2022","AS",0,0
"10/17/2021","PR",72,0
"12/16/2021","WV",1279,0
"10/07/2021","OK",1720,0
"09/02/2021","PR",878,14
"12/30/2021","CO",8984,42
"10/09/2021","TX",5284,275
"11/15/2021","MA",5846,30
"12/24/2021","FL",27784,30
"09/29/2021","FL",5076,179
"12/14/2021","KS",0,0
"02/08/2022","NYC",2375,111
"02/06/2022","CO",0,0
"10/24/2021","MA",0,0
"10/31/2021","PW",0,0
"10/13/2021","OK",1182,11
"01/15/2022","CO",0,0
"09/26/2021","HI",367,10
"01/08/2022","CO",0,0
"09/28/2021","KS",1240,0
"01/09/2022","HI",4509,3
"10/10/2021","TX",1628,133
"01/24/2022","AR",3243,22
"01/10/2022","OK",22512,0
"01/01/2022","AS",0,0
"01/22/2022","UT",0,0
"09/12/2021","OK",1834,34
"11/20/2021","FL",1229,22
"12/24/2021","AR",1719,24
"09/16/2021","AS",0,0
"10/09/2021","CO",1961,11
"01/12/2022","PR",11452,25
"11/26/2021","GA",700,0
"01/18/2022","KS",0,0
"12/04/2021","UT",0,0
"09/01/2021","FL",21796,396
"11/26/2021","KS",825,0
"10/05/2021","WV",864,5
"09/20/2021","WV",1318,54
"01/16/2022","MA",0,0
"09/19/2021","GA",3784,64
"09/17/2021","OK",2136,15
"12/13/2021","MP",0,0
"10/31/2021","TX",665,59
"11/24/2021","FL",1749,18
"10/28/2021","CO",3823,32
"01/16/2022","NYC",66380,182
"11/03/2021","GA",1208,70
"09/14/2021","MA",1643,24
"12/26/2021","MA",0,0
"11/14/2021","PW",0,0
"09/25/2021","GA",2667,46
"01/30/2022","MA",0,0
"12/07/2021","MP",78,0
"10/17/2021","KS",506,1
"11/27/2021","WV",620,0
"02/06/2022","PR",1733,5
"11/18/2021","TX",4744,138
"12/31/2021","OK",0,0
"02/10/2022","WV",2416,27
"10/27/2021","NYC",1145,6
"09/12/2021","PR",274,4
"09/21/2021","AS",0,0
"12/16/2021","MP",88,0
"11/10/2021","MP",9,0
"01/16/2022","OK",0,0
"10/04/2021","CO",1714,12
"09/27/2021","TX",5792,38
"01/06/2022","GA",23813,72
"09/11/2021","UT",1404,5
"09/18/2021","AS",0,0
"02/18/2022","MA",2131,49
"01/20/2022","CO",15418,42
"01/21/2022","PR",4926,38
"10/04/2021","WV",846,47
"09/25/2021","AK",1287,6
"01/14/2022","AR",10405,23
"11/03/2021","TX",4737,164
"12/29/2021","MP",122,1
"12/14/2021","FL",4693,16
"10/19/2021","UT",1343,5
"11/08/2021","MA",4326,6
"11/28/2021","MA",0,0
"02/13/2022","AK",0,0
"11/25/2021","GA",700,0
"11/28/2021","AR",374,0
"12/27/2021","KS",6939,14
"09/20/2021","TX",5271,48
"02/02/2022","AR",4614,23
"11/03/2021","UT",2152,14
"10/31/2021","FL",966,42
"01/10/2022","AS",0,0
"12/22/2021","HI",955,2
"02/09/2022","UT",2062,14
"10/08/2021","KS",1106,21
"09/09/2021","NYC",2221,13
"01/23/2022","PW",116,0
"02/02/2022","CO",4397,14
"12/02/2021","WV",1466,50
"02/18/2022","FL",5441,2
"02/06/2022","GA",0,0
"11/12/2021","UT",3842,22
"09/08/2021","AS",0,0
"01/23/2022","NYC",28220,178
"10/31/2021","MA",0,0
"02/12/2022","MP",154,0
"12/01/2021","AK",324,1
"10/16/2021","MP",0,0
"09/23/2021","PW",0,0
"09/18/2021","NYC",1736,10
"10/04/2021","AS",0,0
"02/11/2022","CO",2613,18
"11/25/2021","FL",1076,21
"12/14/2021","MP",110,0
"10/11/2021","PR",16,3
"11/02/2021","FL",1911,34
"11/03/2021","AK",667,3
"09/29/2021","CO",1099,19
"02/10/2022","MA",2913,62
"01/18/2022","GA",12071,33
"11/15/2021","MP",5,0
"11/28/2021","MP",0,0
"02/13/2022","MP",177,0
"02/01/2022","PW",0,0
"12/19/2021","GA",0,0
"02/02/2022","PW",305,0
"10/14/2021","GA",2102,138
"11/26/2021","AK",619,7
"09/16/2021","KS",1605,0
"01/12/2022","MA",24296,72
"02/16/2022","AS",0,0
"10/22/2021","PR",126,2
"02/09/2022","PR",0,0
"09/14/2021","AR",1544,36
"12/12/2021","WV",880,0
"11/07/2021","MP",7,0
"09/30/2021","GA",4876,151
"11/01/2021","KS",1287,7
"12/12/2021","AK",0,0
"11/07/2021","GA",0,0
"02/01/2022","CO",3515,49
"12/21/2021","MP",74,0
"10/10/2021","OK",820,46
"02/11/2022","AS",0,0
"12/01/2021","AR",930,20
"12/26/2021","CO",0,0
"01/22/2022","HI",3900,5
"09/10/2021","AK",675,2
"12/11/2021","MA",0,0
"10/21/2021","AS",1,0
"09/11/2021","TX",12781,357
"01/05/2022","AS",0,0
"01/09/2022","FL",49150,127
"09/08/2021","AR",2181,34
"10/10/2021","GA",1752,47
"02/17/2022","MA",2663,39
"12/29/2021","PR",14331,3
"11/09/2021","UT",1558,13
"02/13/2022","OK",0,0
"10/09/2021","MA",1155,9
"09/17/2021","PR",313,9
"12/14/2021","AK",0,0
"11/28/2021","FL",1160,20
"09/02/2021","PW",0,0
"09/21/2021","GA",7493,179
"01/26/2022","NYC",6140,116
"12/26/2021","AR",422,8
"10/12/2021","PW",0,0
"09/30/2021","AR",1004,21
"09/01/2021","TX",21511,320
"09/27/2021","OK",1614,52
"12/18/2021","AK",0,0
"09/25/2021","MP",1,0
"02/14/2022","MA",4173,65
"09/02/2021","AR",2453,34
"01/04/2022","OK",3914,95
"11/11/2021","KS",0,0
"11/03/2021","PW",0,0
"09/06/2021","HI",742,2
"12/26/2021","KS",0,0
"10/21/2021","KS",946,0
"01/26/2022","OK",13428,0
"10/02/2021","NYC",1443,8
"12/22/2021","AR",897,10
"01/15/2022","HI",5927,6
"09/01/2021","AS",0,0
"02/11/2022","PW",14,0
"09/01/2021","GA",9702,130
"09/06/2021","OK",2519,29
"10/27/2021","AK",574,2
"11/25/2021","AS",0,0
"09/26/2021","AS",0,0
"10/13/2021","MP",0,0
"01/07/2022","UT",9469,20
"01/05/2022","TX",48945,92
"10/05/2021","AS",0,0
"09/02/2021","MP",0,0
"12/21/2021","GA",5720,41
"11/06/2021","WV",866,0
"12/18/2021","FL",10875,24
"10/09/2021","OK",820,46
"09/21/2021","PR",334,9
"11/29/2021","MA",5790,22
"09/14/2021","CO",1717,18
"10/12/2021","HI",49,0
"12/28/2021","MP",0,0
"09/26/2021","WV",1376,0
"12/28/2021","AR",2414,15
"12/31/2021","AS",0,0
"02/09/2022","AR",2337,32
"11/09/2021","HI",75,0
"12/24/2021","MA",10997,39
"01/03/2022","WV",9164,20
"01/21/2022","PW",125,0
"02/08/2022","TX",11753,282
"01/30/2022","NYC",8429,148
"11/10/2021","WV",857,24
"10/30/2021","KS",0,0
"10/05/2021","OK",1096,14
"10/03/2021","MP",2,0
"09/16/2021","HI",579,8
"01/31/2022","HI",1481,1
"01/06/2022","CO",7912,48
"11/15/2021","GA",2255,10
"12/27/2021","PW",0,0
"10/16/2021","UT",1012,7
"02/05/2022","NYC",0,0
"11/27/2021","PR",75,2
"01/01/2022","AR",4155,32
"01/17/2022","AS",7,0
"10/22/2021","PW",0,0
"01/15/2022","TX",69766,151
"09/04/2021","TX",17144,305
"10/20/2021","KS",1061,15
"10/27/2021","UT",2068,22
"01/22/2022","MA",0,0
"09/23/2021","AK",1273,7
"10/14/2021","MP",1,0
"09/06/2021","AK",515,0
"11/22/2021","UT",3829,14
"10/07/2021","UT",1805,9
"12/29/2021","OK",4166,0
"10/28/2021","AR",517,19
"09/03/2021","MA",1911,14
"10/05/2021","HI",87,0
"02/14/2022","PW",47,0
"11/13/2021","PW",0,0
"12/06/2021","AR",302,13
"02/18/2022","NYC",0,0
"01/27/2022","NYC",5168,132
"09/25/2021","NYC",1544,14
"11/02/2021","AR",641,28
"01/18/2022","FL",42729,200
"01/21/2022","AS",0,0
"01/02/2022","FL",39400,45
"01/25/2022","MA",8631,155
"12/07/2021","PW",0,0
"09/14/2021","WV",1473,23
"10/20/2021","AS",0,0
"12/20/2021","KS",2659,7
"11/30/2021","MA",3602,31
"10/08/2021","TX",8431,367
"09/16/2021","MA",2148,16
"01/10/2022","MP",18,0
"01/05/2022","AK",1502,0
"02/05/2022","MP",0,0
"11/29/2021","CO",4956,51
"11/12/2021","PW",0,0
"09/23/2021","GA",4553,205
"11/06/2021","HI",88,5
"01/11/2022","HI",2911,0
"02/06/2022","FL",20398,88
"02/18/2022","MP",269,1
"12/10/2021","PW",0,0
"02/15/2022","TX",10953,228
"12/04/2021","AS",0,0
"09/11/2021","PR",443,4
"10/26/2021","MA",1468,25
"01/25/2022","TX",45056,154
"09/16/2021","TX",18683,372
"01/20/2022","AS",0,0
"01/14/2022","HI",3028,3
"09/09/2021","UT",2165,10
"09/22/2021","OK",2361,19
"10/23/2021","UT",0,0
"11/16/2021","PR",152,1
"10/30/2021","PW",0,0
"11/22/2021","PR",56,2
"01/27/2022","GA",21708,115
"11/02/2021","AS",0,0
"01/22/2022","WV",6500,0
"11/08/2021","GA",0,0
"10/09/2021","KS",566,4
"11/24/2021","HI",104,6
"10/01/2021","WV",1645,52
"09/25/2021","UT",1058,7
"12/29/2021","CO",7345,29
"10/18/2021","OK",951,26
"10/17/2021","PW",0,0
"01/10/2022","WV",2289,24
"01/31/2022","MA",13143,125
"11/02/2021","AK",491,6
"02/13/2022","NYC",3513,66
"12/31/2021","GA",23438,25
"10/15/2021","CO",2850,24
"01/07/2022","OK",9557,0
"02/15/2022","OK",1047,0
"09/22/2021","NYC",1588,20
"01/10/2022","HI",3827,0
"09/04/2021","AR",2360,16
"11/16/2021","UT",1238,13
"12/24/2021","MP",82,0
"11/12/2021","MP",1,0
"12/04/2021","NYC",0,0
"09/15/2021","AR",1919,28
"02/06/2022","WV",1511,0
"11/20/2021","HI",212,4
"11/14/2021","FL",1083,29
"09/14/2021","HI",421,0
"12/31/2021","FL",55485,38
"10/14/2021","FL",2943,69
"01/04/2022","FL",58982,86
"11/21/2021","TX",517,29
"02/13/2022","KS",0,0
"09/03/2021","AR",2129,19
"09/02/2021","CO",2190,19
"11/20/2021","KS",0,0
"09/26/2021","CO",1364,0
"02/07/2022","UT",5504,18
"10/14/2021","NYC",2026,12
"09/05/2021","MA",1420,3
"10/22/2021","WV",1004,25
"10/02/2021","GA",2597,67
"01/08/2022","OK",0,0
"01/16/2022","AK",0,0
"12/07/2021","UT",1122,11
"11/27/2021","UT",0,0
"12/29/2021","MA",16165,45
"01/05/2022","CO",8748,19
"12/09/2021","UT",1397,11
"02/16/2022","AR",1124,49
"11/09/2021","AR",614,14
"09/22/2021","AK",1220,1
"01/07/2022","MA",29163,58
"11/19/2021","AR",732,9
"12/22/2021","AS",0,0
"12/16/2021","GA",2474,10
"01/06/2022","UT",8913,13
"10/27/2021","FL",2400,49
"11/06/2021","GA",0,0
"09/14/2021","MP",5,0
"11/24/2021","WV",883,47
"09/16/2021","CO",2123,3
"10/07/2021","TX",8095,257
"11/28/2021","AS",0,0
"10/10/2021","UT",1091,7
"11/06/2021","OK",0,0
"10/14/2021","AK",959,2
"11/09/2021","KS",590,0
"10/03/2021","PW",0,0
"12/08/2021","OK",1453,0
"11/17/2021","NYC",1554,9
"09/05/2021","CO",1670,9
"11/24/2021","AR",694,16
"11/12/2021","KS",2705,5
"10/05/2021","TX",10012,277
"02/10/2022","UT",1935,13
"10/13/2021","UT",1845,17
"11/28/2021","OK",751,0
"12/31/2021","AK",0,0
"11/17/2021","KS",3096,20
"11/18/2021","GA",1285,67
"01/25/2022","AS",0,0
"12/16/2021","TX",5735,90
"09/23/2021","TX",11044,463
"09/18/2021","CO",1845,9
"09/25/2021","AS",0,0
"10/25/2021","KS",1477,31
"01/30/2022","PW",74,0
"01/19/2022","HI",3898,0
"11/03/2021","WV",849,15
"02/14/2022","HI",483,0
"02/01/2022","MP",252,0
"11/29/2021","KS",827,13
"10/16/2021","TX",5065,247
"01/27/2022","PW",492,0
"12/06/2021","CO",5264,36
"10/28/2021","NYC",0,0
"12/01/2021","WV",1155,27
"01/19/2022","GA",27781,42
"01/26/2022","PR",1727,19
"11/13/2021","OK",0,0
"12/20/2021","MP",84,0
"12/09/2021","AR",918,14
"02/08/2022","PW",110,0
"09/22/2021","FL",6460,235
"02/13/2022","FL",4179,21
"10/05/2021","GA",2876,180
"10/10/2021","CO",1961,11
"11/05/2021","WV",871,7
"11/18/2021","MP",9,0
"01/01/2022","MP",32,1
"02/02/2022","PR",1806,21
"11/24/2021","PW",0,0
"09/10/2021","FL",9321,337
"01/14/2022","GA",19943,53
"11/06/2021","AR",455,11
"12/02/2021","PR",162,1
"11/02/2021","UT",1250,11
"01/28/2022","FL",22545,186
"10/02/2021","PW",0,0
"01/24/2022","PW",258,0
"01/15/2022","MA",0,0
"09/29/2021","MA",1646,23
"09/09/2021","GA",7586,193
"12/02/2021","UT",1981,0
"10/15/2021","MP",0,0
"11/08/2021","KS",1339,39
"10/29/2021","MA",1391,11
"09/12/2021","AR",1116,35
"12/14/2021","MA",4685,62
"11/05/2021","AS",0,0
"11/26/2021","UT",2415,17
"01/18/2022","AK",0,0
"01/20/2022","AK",0,0
"12/13/2021","WV",772,22
"11/26/2021","HI",19,1
"01/14/2022","NYC",0,0
"09/19/2021","NYC",1737,14
"12/02/2021","KS",0,0
"09/12/2021","WV",2244,0
"09/24/2021","PR",311,9
"01/27/2022","AK",0,0
"01/02/2022","PR",26098,2
"12/26/2021","GA",0,0
"12/03/2021","HI",118,1
"12/16/2021","NYC",10599,24
"01/06/2022","TX",44967,126
"09/27/2021","FL",5233,192
"11/30/2021","MP",25,0
"01/02/2022","CO",0,0
"12/13/2021","OK",1553,64
"10/19/2021","AS",0,0
"01/04/2022","AK",0,0
"01/24/2022","GA",42786,95
"09/26/2021","MA",1451,4
"10/08/2021","WV",1469,69
"10/05/2021","NYC",2107,13
"12/22/2021","MA",8602,36
"02/17/2022","NYC",2133,51
"12/17/2021","CO",2438,21
"09/28/2021","PR",236,2
"12/01/2021","CO",3188,83
"02/12/2022","UT",0,0
"11/04/2021","PR",123,3
"01/23/2022","OK",0,0
"02/04/2022","KS",4871,139
"12/07/2021","OK",1157,0
"10/16/2021","HI",135,4
"09/18/2021","GA",3784,64
"02/10/2022","PW",77,1
"10/06/2021","FL",3995,121
"09/13/2021","HI",454,0
"10/18/2021","AK",691,16
"10/03/2021","FL",2763,138
"01/30/2022","FL",15276,162
"12/23/2021","MP",96,0
"09/10/2021","GA",8278,156
"01/08/2022","WV",4184,0
"11/13/2021","WV",540,0
"12/13/2021","PR",183,0
"09/26/2021","PW",0,0
"02/01/2022","FL",16824,173
"11/13/2021","AS",0,0
"09/05/2021","AK",515,0
"02/09/2022","PW",89,0
"11/20/2021","MA",0,0
"10/14/2021","CO",3179,12
"12/16/2021","HI",384,2
"01/15/2022","MP",0,0
"11/21/2021","FL",943,20
"01/14/2022","MA",14670,67
"10/27/2021","AS",0,0
"10/19/2021","PW",0,0
"11/09/2021","PR",112,1
"02/07/2022","PW",127,0
"10/11/2021","AK",913,2
"01/17/2022","NYC",12682,262
"11/13/2021","MP",3,0
"09/12/2021","AS",0,0
"09/28/2021","PW",0,0
"12/18/2021","UT",0,0
"12/04/2021","TX",8146,74
"12/22/2021","AK",224,4
"11/26/2021","TX",635,0
"10/27/2021","AR",559,19
"10/18/2021","TX",2252,35
"01/29/2022","AS",0,0
"12/18/2021","WV",1198,0
"12/20/2021","PW",0,0
"01/26/2022","TX",30734,263
"01/27/2022","OK",8655,0
"09/25/2021","PW",0,0
"10/17/2021","TX",630,88
"11/20/2021","OK",0,0
"09/29/2021","MP",1,0
"09/15/2021","WV",1805,35
"01/16/2022","GA",0,0
"01/02/2022","AK",0,0
"11/28/2021","PW",0,0
"10/20/2021","NYC",1136,10
"09/23/2021","AR",1540,20
"12/12/2021","GA",0,0
"12/05/2021","OK",0,0
"01/09/2022","CO",0,0
"12/24/2021","WV",0,0
"02/13/2022","AR",801,40
"11/06/2021","PR",178,2
"09/23/2021","MP",0,0
"01/08/2022","TX",53952,105
"09/27/2021","AS",0,0
"09/22/2021","WV",1734,26
"09/25/2021","MA",1451,4
"12/19/2021","AR",406,14
"12/29/2021","NYC",34606,45
"12/16/2021","PW",0,0
"01/13/2022","NYC",12155,139
"10/30/2021","NYC",0,0
"02/04/2022","AK",3760,0
"01/16/2022","MP",41,0
"09/18/2021","WV",2074,0
"11/21/2021","HI",96,0
"02/04/2022","MA",4758,63
"01/21/2022","UT",11601,11
"01/23/2022","CO",0,0
"09/26/2021","KS",664,14
"09/28/2021","GA",3865,137
"10/08/2021","AS",0,0
"09/26/2021","TX",5025,156
"01/24/2022","KS",14270,17
"02/14/2022","PR",193,2
"12/08/2021","GA",2371,31
"10/15/2021","PW",0,0
"12/13/2021","HI",147,0
"12/20/2021","NYC",19638,34
"09/03/2021","TX",26615,302
"09/14/2021","NYC",1986,17
"11/24/2021","UT",1804,13
"09/10/2021","NYC",1691,16
"01/28/2022","KS",12986,134
"12/05/2021","AR",383,18
"10/21/2021","MP",1,0
"12/20/2021","WV",780,27
"10/19/2021","AR",661,19
"10/17/2021","AS",0,0
"02/08/2022","WV",1495,23
"10/19/2021","CO",1983,32
"02/05/2022","AR",1631,31
"02/11/2022","PR",0,0
"02/08/2022","PR",526,39
"10/17/2021","WV",859,0
"12/06/2021","GA",2912,36
"12/10/2021","PR",134,2
"12/23/2021","AS",0,0
"01/16/2022","KS",0,0
"12/20/2021","TX",10612,6
"02/03/2022","KS",0,0
"01/03/2022","GA",47436,0
"02/12/2022","WV",1784,0
"01/20/2022","MA",16385,87
"10/02/2021","WV",1567,0
"02/08/2022","KS",0,0
"10/11/2021","AR",217,12
"01/18/2022","UT",39882,28
"12/31/2021","NYC",0,0
"02/08/2022","UT",1341,32
"11/02/2021","GA",1073,66
"02/04/2022","FL",18984,114
"01/05/2022","GA",24024,27
"01/13/2022","KS",0,0
"11/05/2021","KS",2107,47
